name_customer,cust_number,doc_id,total_open_amount,due_in_date,paymentPredictedDate
WAL-MAR ,200769623,1930740532,26609.07,4/20/2020,4/20/2020
M ,200793830,1930751176,60878.21,4/20/2020,4/15/2020
WAL-MAR corp,200769623,1930740472,43686.96,4/20/2020,4/14/2020
TARG corporation,200744019,1930750228,13521.31,4/20/2020,4/13/2020
DOLLA us,200148860,1930748366,69208.46,4/20/2020,4/20/2020
JETR corp,200705089,1930751331,8742.94,4/20/2020,4/20/2020
COSTCO in,140104429,-2147483648,75417.07,4/17/2020,4/18/2020
SA co,200759878,1930739218,15948.19,4/20/2020,4/15/2020
WAL-MAR foundation,200769623,1930743930,46104.35,4/20/2020,4/20/2020
BJ'S  co,200726979,1930780813,377.01,4/20/2020,4/15/2020
C&S WH in,200762301,1930747317,5841.14,4/20/2020,4/3/2020
WAL-MAR llc,200769623,1930747181,9656.54,4/20/2020,4/20/2020
PUBLI ,200707822,1930751103,1206.85,4/20/2020,4/19/2020
PUBLI co,200707822,1930752515,102969.59,4/20/2020,4/21/2020
INTERR co,200580232,1930739528,30800,4/15/2020,4/15/2020
WAL-MAR foundation,200769623,1930747396,5649.69,4/20/2020,4/20/2020
WAL-MAR foundation,200769623,1930750441,7445.94,4/20/2020,4/21/2020
W LEE  in,200737918,1930747543,43626.03,4/20/2020,4/14/2020
WAL-MAR co,200769623,1930746660,13721.92,4/20/2020,4/20/2020
JETR corporation,200705089,1930751332,18603.79,4/20/2020,4/15/2020
BJ'S  ,200726979,1930779593,313.55,4/20/2020,4/23/2020
WAL-MAR foundation,200769623,1930739586,1017.41,4/20/2020,4/23/2020
WAL-MAR co,200769623,1930744343,16536.47,4/20/2020,4/20/2020
WAL-M co,140106408,-2147483648,38805.39,4/15/2020,4/21/2020
SA associates,200759878,1930740111,38807.91,4/20/2020,4/16/2020
LOB corp,140104409,-2147483648,180631.86,4/18/2020,4/20/2020
WAL-MAR llc,200769623,1930746694,17900.23,4/20/2020,4/20/2020
SAFEW us,200772595,1930757781,41996.77,4/21/2020,4/15/2020
WAL-MAR corp,200769623,1930752539,31905.29,4/21/2020,4/24/2020
AM trust,200418007,1930732689,25368,6/10/2020,4/17/2020
TARG llc,200744019,1930747097,108.71,4/21/2020,4/17/2020
DEC systems,200416837,1930753259,1440.98,4/11/2020,4/14/2020
WAL-MAR systems,200769623,1930747121,38808.05,4/21/2020,6/11/2020
WAL-MAR trust,200769623,1930752289,2454.24,4/21/2020,4/16/2020
SA in,200759878,1930745495,13135.6,4/21/2020,4/21/2020
DOLLA in,200148860,1930752214,7277.39,6/10/2020,4/16/2020
DEC foundation,200416837,1930753873,18642.13,4/11/2020,4/24/2020
SA llc,200759878,1930749131,71347.27,4/21/2020,4/16/2020
DI systems,200769369,1930749923,35354.3,4/21/2020,4/17/2020
FOOD  trust,100022342,1930756707,29516,4/16/2020,4/16/2020
DEC systems,200416837,1930753259,1440.98,4/11/2020,4/7/2020
MEIJ systems,200780383,1930752137,106413.53,4/21/2020,4/20/2020
WALG associates,200712105,1930754250,81430.28,4/21/2020,6/9/2020
WAL-M corp,140106408,-2147483648,818.4,3/29/2020,4/21/2020
WAL-MAR foundation,200769623,1930752441,1957.29,4/21/2020,4/26/2020
WAL-MAR foundation,200769623,1930752189,23695.58,4/21/2020,4/21/2020
BAUGH SU co,200434439,1930754371,65136.82,4/21/2020,4/21/2020
WEIS systems,200771157,1930751845,15796.37,4/21/2020,4/17/2020
WAL-MAR systems,200769623,1930746961,7861.66,4/21/2020,4/23/2020
WAL-MAR foundation,200769623,1930749678,4799.64,4/21/2020,4/21/2020
WAL-MAR corporation,200769623,1930752560,38509.59,4/21/2020,4/21/2020
WAL-MAR systems,200769623,1930751714,41396.72,4/21/2020,4/27/2020
SYSCO F us,200763814,1930753049,3400.67,4/21/2020,4/17/2020
WAL-MAR systems,200769623,1930751587,15058.51,4/21/2020,4/11/2020
MCL in,200799367,1930749245,27661.89,4/21/2020,4/20/2020
SUPE llc,200793568,1930753126,49846.17,4/21/2020,4/21/2020
WAL-MAR systems,200769623,1930750649,1338.66,4/21/2020,5/28/2020
DOLLA llc,200148860,1930750433,77650.47,4/21/2020,4/22/2020
ASSOCIAT in,200772670,1930754000,41426.16,4/21/2020,4/22/2020
METRO  trust,140104423,-2147483648,20250.1,4/18/2020,4/21/2020
SUPE co,200793568,1930748398,45510.93,4/21/2020,4/18/2020
WAL-M ,140106408,-2147483648,7454.09,4/16/2020,4/16/2020
BJ'S  corp,200726979,1930752483,404.74,4/21/2020,4/22/2020
FAMILY corporation,200786288,1930750435,40093.02,4/21/2020,4/21/2020
WAL-MAR associates,200769623,1930747573,29022.63,4/21/2020,4/22/2020
DELHAIZE co,100031704,1930754615,47812.28,4/21/2020,4/20/2020
BI corp,100015557,1930755247,8268.88,4/21/2020,5/1/2020
DEC foundation,200416837,1930753586,5530.54,4/24/2020,5/21/2020
WAL-MAR systems,200769623,1930745541,13565.28,4/21/2020,4/21/2020
SA us,200759878,1930729670,132208.24,5/21/2020,4/21/2020
ALBERT us,200881076,1930757479,90662.83,4/21/2020,4/21/2020
WAL-MAR foundation,200769623,1930747574,11577.93,4/21/2020,4/21/2020
COST in,200794332,1930739807,20284.42,4/21/2020,4/22/2020
SING us,100050364,1930748540,10313.23,4/21/2020,4/21/2020
LOB foundation,140104409,-2147483648,120613.74,4/17/2020,4/22/2020
WAL-MAR co,200769623,1930751712,44950.58,4/21/2020,4/26/2020
BJ'S  us,200726979,1930751872,440.32,4/21/2020,4/23/2020
WAL-MAR in,200769623,1930749418,8433.25,4/21/2020,4/26/2020
PUBLI foundation,200707822,1930757096,36169.65,4/21/2020,4/21/2020
WAL-MAR in,200769623,1930747800,16390.51,4/21/2020,4/27/2020
AFFILI in,200779051,1930754370,93368.04,4/21/2020,4/22/2020
WAL-MAR associates,200769623,1930751732,15890.64,4/21/2020,4/21/2020
ASSOCIAT associates,200772670,1930758162,3810.14,4/21/2020,4/10/2020
WAL-MAR us,200769623,1930749419,426.66,4/21/2020,4/16/2020
MEIJ systems,200780383,1930752222,12871.9,4/21/2020,4/16/2020
WAL-MAR in,200769623,1930750640,1115.56,4/21/2020,4/20/2020
UTZ Q llc,200307138,1930744401,58506,5/6/2020,4/22/2020
SUPE llc,200936373,1930747836,12877.79,4/21/2020,4/22/2020
WAL-MAR systems,200769623,1930750460,11621.33,4/21/2020,4/21/2020
M foundation,200793830,1930748795,99522.07,4/21/2020,4/21/2020
WAL-MAR co,200769623,1930745537,422.79,4/21/2020,4/17/2020
AFFI systems,200661137,1930740186,22533.63,4/21/2020,4/21/2020
SUPE ,200793568,1930755087,19948.44,4/21/2020,4/14/2020
MDV/ systems,200792734,1930756915,59201.96,4/21/2020,4/23/2020
AM trust,200418007,1930732689,25368,6/10/2020,4/21/2020
BJ'S  ,200726979,1930780315,369.01,4/21/2020,4/24/2020
WAL-MAR ,200769623,1930746594,53872.71,4/21/2020,4/22/2020
WAL-MAR in,200769623,1930749009,46840.62,4/21/2020,4/21/2020
H E BUT in,200761734,1930755152,23158.09,4/21/2020,4/21/2020
ALBER corp,200750051,1930750019,48259.43,4/21/2020,6/12/2020
METRO  trust,140104423,-2147483648,57816.26,4/19/2020,4/21/2020
ROU ,200790107,1930748928,15580.19,4/21/2020,4/21/2020
WAL-MAR co,200769623,1930749492,8604.29,4/21/2020,5/15/2020
WAKE foundation,200704858,1930751052,37894.57,4/21/2020,4/22/2020
WAL-MAR foundation,200769623,1930752441,1957.29,4/21/2020,4/24/2020
WAL-MAR llc,200769623,1930749072,32985.22,4/21/2020,4/16/2020
H E BUT us,200761734,1930753909,26746.01,4/21/2020,4/16/2020
WAL-MAR co,200769623,1930745672,82326.58,4/21/2020,4/22/2020
S AB associates,200752393,1930757145,2178.79,4/21/2020,4/21/2020
WAL-MAR systems,200769623,1930747683,7139.6,4/21/2020,4/16/2020
C&S W co,200965912,1930756510,113584.29,4/21/2020,4/16/2020
WAL-MAR trust,200769623,1930749490,12467.99,4/21/2020,6/10/2020
PUBLI trust,200707822,1930751075,137711.18,4/21/2020,4/19/2020
DEC corporation,200416837,1930753593,4383.4,4/24/2020,4/22/2020
W LEE  llc,200737918,1930751036,93116.93,4/21/2020,4/30/2020
WAL-MAR systems,200769623,1930751044,168.78,4/21/2020,4/22/2020
WAL-MAR corporation,200769623,1930747131,53246.27,4/21/2020,3/28/2020
SA us,200759878,1930729670,132208.24,5/21/2020,4/21/2020
C&S WH associates,200762301,1930751823,889.63,6/10/2020,4/21/2020
WAKE in,200704858,1930750158,10080.8,4/21/2020,4/21/2020
COST corp,200794332,1930730569,24341.31,4/21/2020,6/19/2020
LOB us,140104409,-2147483648,21392.46,4/24/2020,4/21/2020
WAL-MAR foundation,200769623,1930753322,1898.9,4/21/2020,4/16/2020
WAL-MAR foundation,200769623,1930752151,97.1,4/21/2020,4/21/2020
U R M  in,200773364,1930748711,70653.19,4/21/2020,4/23/2020
COAS in,200337148,1930756116,35917.93,4/21/2020,4/19/2020
SMART &  ,200707741,1930754307,17528.17,4/21/2020,4/15/2020
TARG in,200744019,1930747090,8518,4/21/2020,4/21/2020
WAL-MAR foundation,200769623,1930749453,15419.16,4/21/2020,4/21/2020
COST ,200794332,1930751246,14245.73,4/21/2020,4/20/2020
SUPE associates,200741831,1930748534,72506.75,4/21/2020,5/15/2020
COST corp,200794332,1930756086,37370.25,4/21/2020,4/16/2020
SA systems,200759878,1930749247,14109.74,4/21/2020,4/23/2020
C&S WH co,200762301,1930749157,76938.7,4/21/2020,5/15/2020
WAL-MAR trust,200769623,1930751046,9593.82,4/21/2020,4/16/2020
PROFIC associates,200783609,1930753829,23520.49,4/21/2020,4/16/2020
TARG us,200744019,1930747096,32852.56,4/21/2020,4/16/2020
UNIFIE trust,200792293,1930756846,120342.22,4/21/2020,4/21/2020
PUBLI corporation,200707822,1930750693,59395.42,4/21/2020,5/23/2020
RESER foundation,200149567,1930754549,31500.9,5/21/2020,4/21/2020
DELHAIZE ,100031704,1930747571,79036.43,4/21/2020,4/21/2020
SMART &  corp,200707741,1930756844,19129.95,4/21/2020,4/18/2020
WAL-MAR us,200769623,1930751156,45042.02,4/21/2020,4/19/2020
SO corp,140104440,-2147483648,269855.86,4/26/2020,4/22/2020
WAL-MAR corporation,200769623,1930751834,3893.12,4/21/2020,4/24/2020
C&S WH corp,200762301,1930756725,35387.58,4/21/2020,4/21/2020
WAL-MAR corporation,200769623,1930751963,26480.38,4/21/2020,4/7/2020
WAL-MAR trust,200769623,1930749421,26009.26,4/21/2020,4/16/2020
DEC corp,200416837,1930753274,66.48,4/24/2020,4/25/2020
WAL-MAR co,200769623,1930739262,12925.54,4/21/2020,4/9/2020
DEC us,200416837,1930753265,5511.08,4/11/2020,4/23/2020
DEC corporation,200416837,1930753068,8066.46,4/8/2020,5/6/2020
C&S WH corporation,200762301,1930752464,6141.54,6/10/2020,4/19/2020
H E BUT foundation,200761734,1930748414,10788.23,4/21/2020,5/4/2020
WAL-MAR corporation,200769623,1930752155,11098.01,4/21/2020,6/4/2020
OK co,200739534,1930752324,97732.13,4/21/2020,4/19/2020
SCHNU corp,200747369,1930756349,64215.67,4/21/2020,4/29/2020
DEC systems,200416837,1930753869,30045.12,4/8/2020,4/21/2020
SA corp,200729942,1930753490,5048.28,4/21/2020,4/23/2020
PUBLI co,200707822,1930755338,77819.66,4/21/2020,4/18/2020
CSM BAK ,200796828,1930764673,35531.9,5/6/2020,6/5/2020
DEC co,200416837,1930754526,16891.91,4/8/2020,4/16/2020
WAL-MAR co,200769623,1930751265,3734.44,4/21/2020,4/19/2020
WAL-MAR in,200769623,1930751769,56076.31,4/21/2020,4/22/2020
MCLANE ,200126819,1930752807,38618.4,4/21/2020,4/15/2020
ASSOC G co,200782772,1930751092,18655.77,4/21/2020,4/16/2020
DOLLA in,200148860,1930752214,7277.39,6/10/2020,5/30/2020
SUPE systems,200936373,1930747597,21909.55,4/21/2020,4/25/2020
WAL-MAR in,200769623,1930739571,3914.49,4/21/2020,5/24/2020
WAL-MAR systems,200769623,1930751044,168.78,4/21/2020,4/10/2020
C&S WH corporation,200762301,1930756960,5678.81,4/21/2020,4/26/2020
DEC co,200416837,1930753074,5681.9,4/11/2020,6/15/2020
WAL-MAR corporation,200769623,1930745083,67420.34,4/21/2020,4/27/2020
C&S WH us,200762301,1930746719,2115.5,6/10/2020,4/21/2020
ASSOCIAT llc,200772670,1930755261,42836.79,4/21/2020,4/22/2020
WAL-MAR co,200769623,1930753759,8249.46,4/21/2020,4/15/2020
BJ'S  corp,200726979,1930779688,771.97,4/21/2020,4/28/2020
MEIJ ,200780383,1930756092,63118.2,4/21/2020,4/21/2020
US  in,200700919,1930754652,19889.81,4/21/2020,4/9/2020
MEIJ trust,200780383,1930751322,6266.02,4/21/2020,4/15/2020
WAL-MAR us,200769623,1930752606,7265.94,4/22/2020,4/21/2020
WAL-MAR foundation,200769623,1930751088,1085.08,4/22/2020,5/23/2020
HT H llc,100012698,1930759738,7388.05,4/22/2020,4/24/2020
C&S WH corp,200762301,1930753610,11980.84,4/22/2020,4/16/2020
WAL-MAR us,200769623,1930756800,446.22,4/22/2020,4/23/2020
FR llc,200705372,1930751040,36676.85,4/22/2020,5/1/2020
METRO  llc,140104423,-2147483648,28174.05,4/19/2020,4/24/2020
RESER co,200149567,1930759846,57887.55,5/22/2020,6/20/2020
WAL-MAR foundation,200769623,1930751843,3228.13,4/22/2020,4/23/2020
SUPER  foundation,200749225,1930758986,9954.16,4/22/2020,4/16/2020
COST foundation,200794332,1930748099,12201.29,4/22/2020,4/23/2020
WAL-MAR foundation,200769623,1930750642,13028.85,4/22/2020,4/20/2020
PUBLI corp,200707822,1930759760,1183.33,4/22/2020,4/24/2020
SUPE associates,200793568,1930756407,12787.36,4/22/2020,4/22/2020
WALG corp,200712105,1930760614,45861.04,4/22/2020,6/20/2020
BJ'S  us,200726979,1930780660,333.27,4/22/2020,4/20/2020
FEDER corporation,140104240,-2147483648,160530.74,4/24/2020,4/25/2020
SYSC corporation,140105686,-2147483648,9001.8,4/24/2020,4/23/2020
WAL-MAR corporation,200769623,1930753291,5740.86,4/22/2020,4/22/2020
LOB us,140104409,-2147483648,250695.9,4/25/2020,4/24/2020
ASSOC G co,200782772,1930758952,58986.82,4/22/2020,4/12/2020
WAL-MAR corp,200769623,1930757293,4272.16,4/22/2020,4/17/2020
MEIJ associates,200780383,1930758675,40163.05,4/22/2020,4/24/2020
H E BUT systems,200761734,1930763733,46416.02,4/22/2020,4/20/2020
UNIFIE trust,200792293,1930756848,81117.94,4/22/2020,4/24/2020
WAL-MAR foundation,200769623,1930752543,52352.02,4/22/2020,4/16/2020
ASSOCIAT us,200772670,1930758862,4179.01,4/22/2020,4/17/2020
AL systems,200739006,1930757056,10081.44,4/22/2020,4/22/2020
WAL-MAR llc,200769623,1930757579,6171.06,4/22/2020,4/17/2020
SUPE in,200936373,1930760271,2185.99,4/22/2020,4/17/2020
DECA in,200353024,1930756418,1836.24,4/24/2020,4/22/2020
BJ'S  corp,200726979,1930754211,412.72,4/22/2020,4/22/2020
SYSC trust,140105686,-2147483648,8286.6,4/18/2020,4/22/2020
H E BUT ,200761734,1930752335,34365.84,4/22/2020,4/17/2020
WAL-MAR associates,200769623,1930755363,1790.25,4/22/2020,5/4/2020
WAL-MAR ,200769623,1930752803,25027.93,4/22/2020,4/21/2020
FAMILY in,200786288,1930750325,47271.19,4/22/2020,4/11/2020
WAL-MAR corp,200769623,1930754018,16225.98,4/22/2020,4/26/2020
DOLLAR corporation,100001196,1930745421,17753.03,4/22/2020,4/16/2020
AM co,200418007,1930753477,36957.92,4/22/2020,4/26/2020
SA trust,200729942,1930758880,11494.7,4/22/2020,5/9/2020
PEA corp,200455322,1930750198,24393.73,5/7/2020,4/16/2020
AM co,200418007,1930753477,36957.92,4/22/2020,4/17/2020
WAL-MAR corp,200769623,1930753006,14522.96,4/22/2020,4/22/2020
PERISH ,200526831,1930760368,73214.77,4/22/2020,4/20/2020
BJ'S  co,200726979,1930773679,377.01,4/22/2020,4/17/2020
SYSC trust,140105686,-2147483648,8286.6,4/18/2020,4/11/2020
SA llc,200759878,1930756409,30855.84,4/22/2020,4/23/2020
MEIJ systems,200780383,1930759073,95873.43,4/22/2020,4/20/2020
WINC ,200706844,1930762191,13325.06,4/22/2020,4/22/2020
HY -  systems,200795490,1930756923,2570.14,4/22/2020,6/11/2020
SA corp,200759878,1930752368,27386.68,4/22/2020,4/21/2020
OK us,200739534,1930757786,34460.95,4/22/2020,4/17/2020
SMART &  us,200707741,1930761034,13952.31,4/22/2020,4/17/2020
TARG foundation,200744019,1930756595,3812.47,4/22/2020,3/2/2020
TARG foundation,200744019,1930752861,11404.25,4/22/2020,4/21/2020
PERISH ,200526831,1930760368,73214.77,4/22/2020,4/22/2020
FEDER trust,140104240,-2147483648,87763.58,4/24/2020,4/15/2020
KING S corp,200707005,1930750658,17670.59,4/22/2020,4/23/2020
WAL-MAR co,200769623,1930759328,3979.11,4/22/2020,4/24/2020
WAL-MAR ,200769623,1930751068,15705.55,4/22/2020,4/22/2020
ASSOCIAT corp,200772670,1930762354,65386.15,4/22/2020,4/27/2020
C&S WH associates,200762301,1930758731,1676.31,6/11/2020,4/22/2020
C&S WH associates,200762301,1930756170,8067.29,4/22/2020,4/17/2020
KING S ,200707005,1930751566,87121.76,4/22/2020,4/22/2020
COST systems,200794332,1930751710,12749.9,4/22/2020,4/26/2020
GORDO us,200782001,1930760111,58519.8,4/22/2020,4/23/2020
COAS corporation,200337148,1930763279,78121.37,4/22/2020,4/22/2020
SAFEW co,200772595,1930751043,49226.98,4/22/2020,4/22/2020
STATER  us,200743996,1930751023,4256.34,6/11/2020,4/22/2020
PUBLI in,200707822,1930759437,60536.01,4/22/2020,5/15/2020
HAR llc,200762950,1930759648,34296.78,4/22/2020,4/19/2020
WAL-MAR systems,200769623,1930758256,7855.78,4/22/2020,4/16/2020
H E BUT foundation,200761734,1930748415,67469.69,4/22/2020,5/3/2020
SMITH'S co,200466603,1930757652,72609.01,4/22/2020,4/19/2020
SUPE llc,200936373,1930752141,85792.2,4/22/2020,4/19/2020
WAL-MAR in,200769623,1930752969,58009.65,4/22/2020,4/22/2020
C&S WH us,200762301,1930757199,53326.1,4/22/2020,4/26/2020
BJ'S  llc,200726979,1930759427,20384.39,4/22/2020,4/22/2020
US  co,200700919,1930760330,40497.33,4/22/2020,4/23/2020
AL foundation,200739006,1930733068,9241.32,4/22/2020,4/20/2020
WEGMAN trust,200987178,1930757053,38124,4/22/2020,4/22/2020
WAKE trust,200704858,1930758745,14419.18,6/11/2020,4/20/2020
WALG associates,200712105,1930761236,14151.8,4/22/2020,4/22/2020
WAL-MAR systems,200769623,1930753295,7445.94,4/22/2020,4/16/2020
WAL-MAR corp,200769623,1930728095,5421.1,4/22/2020,4/21/2020
WAL-MAR associates,200769623,1930751815,68165.5,4/22/2020,4/23/2020
US  corporation,200700919,1930764006,19889.81,4/22/2020,5/15/2020
WAL-MAR us,200769623,1930756601,1259.34,4/22/2020,4/6/2020
PEA co,200455322,1930750199,35705.47,5/7/2020,4/22/2020
WAL-MAR corp,200769623,1930753006,14522.96,4/22/2020,6/11/2020
C&S WH systems,200762301,1930759688,64690.06,4/22/2020,6/19/2020
SYSCO in,200900909,1930759759,29133.22,4/22/2020,6/5/2020
UNIFIE systems,200792293,1930759856,24186.82,4/22/2020,4/21/2020
FOST co,140103400,1991841646,3368.75,5/7/2020,4/22/2020
UNIFIE trust,200792293,1930760629,24206.42,4/22/2020,5/4/2020
SUPE llc,200936373,1930751041,113567.18,4/22/2020,4/25/2020
H E BUT co,200761734,1930753055,95323.06,4/22/2020,4/16/2020
MEIJ systems,200780383,1930759073,95873.43,4/22/2020,5/11/2020
PEA corp,200455322,1930759641,50035.23,5/7/2020,4/26/2020
C&S WH corporation,200762301,1930755270,12283.05,6/11/2020,4/22/2020
C&S WH co,200762301,1930753673,22531.83,4/22/2020,4/21/2020
C&S WH trust,200762301,1930753706,19200.83,4/22/2020,4/23/2020
ACTIVE M corp,100056054,-2147483648,18170.72,4/21/2020,4/19/2020
MCL foundation,200799367,1930758211,109450.47,4/22/2020,4/24/2020
GO corporation,200721222,1930755281,37652.83,4/22/2020,4/24/2020
C&S WH associates,200762301,1930753613,9392.83,4/22/2020,4/21/2020
WAL-MAR co,200769623,1930755331,334.8,4/22/2020,4/24/2020
MAINES systems,200763229,1930751142,13867.39,4/22/2020,4/19/2020
US  systems,200797452,1930729728,12216.93,4/27/2020,4/22/2020
CJR WH us,100012991,-2147483648,1586.49,4/17/2020,4/22/2020
WAL-MAR llc,200769623,1930756464,9436.26,4/22/2020,4/23/2020
C&S WH co,200762301,1930753843,8349.62,4/22/2020,8/7/2020
THE NO co,140104552,-2147483648,75766.15,4/24/2020,4/22/2020
US  co,200700919,1930760330,40497.33,4/22/2020,4/22/2020
WAL-MAR us,200769623,1930752741,30157.47,4/22/2020,4/26/2020
C&S WH corporation,200762301,1930751377,4683.2,4/22/2020,4/16/2020
ASSOCIAT foundation,200772670,1930762788,16666,4/22/2020,4/16/2020
BJ'S  in,200726979,1930783035,555.06,4/22/2020,5/11/2020
SA llc,200759878,1930756409,30855.84,4/22/2020,6/12/2020
ROU associates,200790107,1930756713,46030.59,4/22/2020,4/23/2020
WAL-MAR corporation,200769623,1930755170,24.6,4/22/2020,4/24/2020
WINC associates,200706844,1930759716,58806.34,4/22/2020,4/26/2020
GROC associates,200915438,1930756522,10424.14,4/22/2020,6/10/2020
WAL-MAR in,200769623,1930755295,856.85,4/22/2020,4/23/2020
BJ'S  corp,200726979,1930772937,194.05,4/22/2020,4/19/2020
OK ,200739534,1930762749,66417.22,4/22/2020,4/16/2020
SA ,200729942,1930758679,24329.83,4/22/2020,4/23/2020
LOB corp,140104409,-2147483648,74442.6,4/18/2020,4/19/2020
C&S WH systems,200762301,1930756439,11139.76,6/11/2020,4/23/2020
C&S WH in,200762301,1930760618,95002.11,4/22/2020,4/16/2020
WAL-MAR trust,200769623,1930755367,15193.12,4/22/2020,4/26/2020
AL co,200739006,1930752584,40632.14,4/22/2020,7/4/2020
ASSOCIA corp,140101555,1991841361,69501.02,5/7/2020,5/7/2020
PUBLI co,200707822,1930764712,23007.64,4/23/2020,4/16/2020
SUPE llc,200793568,1930764448,32150.86,4/23/2020,4/17/2020
DOLLA associates,200148860,1930760543,26577.32,6/12/2020,5/13/2020
AM associates,200418007,1930730074,3073.92,4/23/2020,4/23/2020
DOLLA corp,200148860,1930759213,83799.3,4/23/2020,4/20/2020
IND associates,100011958,1991841867,69889.49,5/23/2020,5/16/2020
DEC us,200020431,1930762710,25277.24,4/11/2020,6/12/2020
RESTA systems,200974851,1930767356,2032.47,4/23/2020,6/9/2020
WAL-MAR associates,200769623,1930759934,22279.38,4/23/2020,4/23/2020
C&S WH systems,200762301,1930759217,10836.4,4/23/2020,4/30/2020
TARG trust,200744019,1930762793,25077.29,4/23/2020,4/23/2020
AM llc,200418007,1930759998,571.2,6/12/2020,4/22/2020
KEEFE  corp,200713007,1930758191,32993.86,4/23/2020,4/24/2020
H E BUT in,200761734,1930760765,77285.81,4/23/2020,4/27/2020
BJ'S  in,200726979,1930762399,237.35,4/23/2020,4/21/2020
SUPE us,200793568,1930767132,10526.01,4/23/2020,5/22/2020
WAL-MAR ,200769623,1930764295,65065.82,4/23/2020,4/20/2020
MEILLE trust,140106224,-2147483648,43293.19,4/20/2020,4/22/2020
AMAZO llc,100030194,-2147483648,44521.5,4/23/2020,4/25/2020
SPAR co,200712187,1930767751,39107.23,4/23/2020,6/12/2020
WAL-MAR trust,200769623,1930752455,1898.2,4/23/2020,6/10/2020
PIGGLY co,200793122,1930736171,4599.51,4/23/2020,4/22/2020
C&S WH llc,200762301,1930759284,13771.18,4/23/2020,4/26/2020
BJ'S  corporation,200726979,1930773883,190.38,4/23/2020,4/21/2020
